beta	nup	ndn	batch	seed	nsamples	kinetic	kinetic_stderr	potential	potential_stderr	total	total_stderr	time_slices
1.2	7.0	29.0	1.0	9234.0	64.0	-0.7879269171192611	0.010990962386956626	0.37902963798869227	0.0057084283686537445	-0.4088972791305688	0.007184370039056755	12.0
1.2	7.0	29.0	2.0	9235.0	128.0	-0.7883938335169958	0.008124988986053688	0.38139645560137736	0.0040533728924807815	-0.4069973779156183	0.0054084529004335335	12.0
1.2	8.0	28.0	1.0	10234.0	64.0	-0.8587445464883973	0.015043695142199045	0.4144179220733668	0.007280996719271746	-0.44432662441503035	0.009123540692061446	12.0
1.2	8.0	28.0	2.0	10235.0	128.0	-0.8558924696462383	0.010189115621264998	0.412035960183482	0.004728960782118577	-0.44385650946275623	0.006509813556136827	12.0
1.2	9.0	27.0	1.0	11234.0	64.0	-0.9274006418587788	0.013749191782201658	0.44501322019536227	0.006856632349479665	-0.4823874216634166	0.00929499349786203	12.0
1.2	9.0	27.0	2.0	11235.0	128.0	-0.9249147037016817	0.010100589515905726	0.44345021734573586	0.004911747801770983	-0.4814644863559457	0.006746998088513678	12.0
1.2	10.0	26.0	1.0	12234.0	64.0	-0.9870207254068033	0.014435892154199815	0.47460415032912995	0.006932346090474886	-0.5124165750776735	0.009031143988017262	12.0
1.2	10.0	26.0	2.0	12235.0	128.0	-0.9896278904959807	0.009594498384424655	0.4732202612232266	0.004679703457546528	-0.5164076292727541	0.006289709922416471	12.0
1.2	11.0	25.0	1.0	13234.0	64.0	-1.0003531286411278	0.012301290019274741	0.47436165513423467	0.0072789971888964885	-0.5259914735068932	0.007012299773752985	12.0
1.2	11.0	25.0	2.0	13235.0	128.0	-1.0008464920978402	0.008842739230924183	0.4752035588068131	0.005217568536292151	-0.5256429332910272	0.005107521239667642	12.0
1.2	12.0	24.0	1.0	14234.0	64.0	-1.0472980196436876	0.014464132030942642	0.5005489243599008	0.0070338889621267085	-0.5467490952837868	0.009623803677010429	12.0
1.2	12.0	24.0	2.0	14235.0	128.0	-1.0568620525257468	0.010465668842363248	0.5034542733995363	0.005312657126109101	-0.5534077791262104	0.006691027455980943	12.0
1.2	13.0	23.0	1.0	15234.0	64.0	-1.0832097963949463	0.015996592155864242	0.5190923139882889	0.0077848744492091185	-0.5641174824066577	0.010320485143425965	12.0
1.2	13.0	23.0	2.0	15235.0	128.0	-1.0777782173702308	0.010584420155541292	0.5124865089463315	0.005340693410904393	-0.5652917084238993	0.0069415911469087165	12.0
1.2	14.0	22.0	1.0	16234.0	64.0	-1.0788000948079381	0.01472802338446478	0.5154661544040394	0.007002655869611006	-0.5633339404038988	0.009865134394056879	12.0
1.2	14.0	22.0	2.0	16235.0	128.0	-1.0774854827602343	0.009864170166494875	0.5113136299745693	0.004690551873308279	-0.5661718527856648	0.006699143194037533	12.0
1.2	15.0	21.0	1.0	17234.0	64.0	-1.0968561652362405	0.017499562449350567	0.5175775062907217	0.008404033182573671	-0.5792786589455192	0.011141089539033837	12.0
1.2	15.0	21.0	2.0	17235.0	128.0	-1.1155867962327506	0.011814461816294522	0.5240628901593748	0.0057775810768318225	-0.5915239060733756	0.007522019429984782	12.0
1.2	16.0	20.0	1.0	18234.0	64.0	-1.1133034025606776	0.013424056647208884	0.5298530542576088	0.006992151766263571	-0.5834503483030691	0.008823419545634743	12.0
1.2	16.0	20.0	2.0	18235.0	128.0	-1.1041639332759117	0.009714383562682699	0.5238827689770214	0.005423441905516601	-0.5802811642988904	0.0061280496929551585	12.0
1.2	17.0	19.0	1.0	19234.0	64.0	-1.127123211372121	0.015783332428796853	0.530286484963718	0.008300194274636212	-0.5968367264084029	0.010361445033415052	12.0
1.2	17.0	19.0	2.0	19235.0	128.0	-1.1247144505999827	0.010097821103727722	0.5329493719637549	0.005499368791482696	-0.5917650786362277	0.006717542694708218	12.0
1.2	18.0	18.0	1.0	20234.0	64.0	-1.1305422518526769	0.016385784281088184	0.5352929408267202	0.007630140513552365	-0.5952493110259566	0.010828538651892008	12.0
1.2	18.0	18.0	2.0	20235.0	128.0	-1.145309931714992	0.011058078843328564	0.5384686439735571	0.005498209136653677	-0.606841287741435	0.00702344787366372	12.0
