beta	nup	ndn	batch	seed	nsamples	kinetic	kinetic_stderr	potential	potential_stderr	total	total_stderr	time_slices
2.4	12.0	24.0	1.0	14234.0	64.0	-1.2177937028703074	0.015730071196135093	0.5035781084341912	0.0069197794096449595	-0.7142155944361168	0.01177210187451391	24.0
2.4	12.0	24.0	2.0	14235.0	128.0	-1.2103162961252032	0.011734322298891644	0.5022608346172257	0.005281666424003633	-0.7080554615079773	0.008080309454834627	24.0
2.4	13.0	23.0	1.0	15234.0	64.0	-1.250159940522016	0.01840371601230452	0.5205732038685574	0.007517126010587783	-0.7295867366534587	0.013935114115077469	24.0
2.4	13.0	23.0	2.0	15235.0	128.0	-1.2415698098937997	0.012141580198677804	0.5205117451589288	0.005288089627913887	-0.7210580647348712	0.00889021936402781	24.0
2.4	14.0	22.0	1.0	16234.0	64.0	-1.2553916417243394	0.016212627166845593	0.531253572591378	0.007276603601081036	-0.7241380691329617	0.011269903165473293	24.0
2.4	14.0	22.0	2.0	16235.0	128.0	-1.2457565220628317	0.011369992574007887	0.5231391245455631	0.005447039971322221	-0.7226173975172687	0.007850298449257893	24.0
2.4	15.0	21.0	1.0	17234.0	64.0	-1.2367275783989047	0.018222735417120783	0.5056112979872206	0.009586840031326418	-0.7311162804116843	0.010858517306460732	24.0
2.4	15.0	21.0	2.0	17235.0	128.0	-1.2435609306858142	0.013079670147625282	0.5162141004268614	0.006463567154692272	-0.7273468302589531	0.008415699457114687	24.0
2.4	16.0	20.0	1.0	18234.0	64.0	-1.3056284405964802	0.019648998941946837	0.5474849572726619	0.008547985114656407	-0.7581434833238182	0.014447555764629303	24.0
2.4	16.0	20.0	2.0	18235.0	128.0	-1.282992974169725	0.013637209010793624	0.5360879849590504	0.005842173700616112	-0.7469049892106747	0.00985144521276424	24.0
2.4	17.0	19.0	1.0	19234.0	64.0	-1.279443089549252	0.0162882949814868	0.5296251057169205	0.008412514667322239	-0.7498179838323316	0.01080277898395328	24.0
2.4	17.0	19.0	2.0	19235.0	128.0	-1.2927065216748568	0.011283920682045194	0.5392601838961463	0.005441126982999366	-0.7534463377787106	0.007747704720606775	24.0
2.4	18.0	18.0	1.0	20234.0	64.0	-1.2735938362830221	0.019328656671670358	0.522583465575191	0.0092597376182951	-0.7510103707078313	0.012968596285585336	24.0
2.4	18.0	18.0	2.0	20235.0	128.0	-1.285593201036164	0.013789850198392932	0.5332259456129299	0.006576733690246923	-0.7523672554232339	0.009217060792298627	24.0
