site_index	x	y
183	-14	-9
184	-13	-9
185	-12	-9
186	-11	-9
187	-10	-9
188	-9	-9
189	-8	-9
190	-7	-9
191	-6	-9
192	-5	-9
193	-4	-9
194	-3	-9
195	-2	-9
196	-1	-9
197	0	-9
198	1	-9
199	2	-9
200	3	-9
201	4	-9
202	5	-9
203	6	-9
204	7	-9
205	8	-9
206	9	-9
207	10	-9
208	11	-9
209	12	-9
210	13	-9
211	14	-9
212	15	-9
213	-16	-8
214	-15	-8
215	-14	-8
216	-13	-8
217	-12	-8
218	-11	-8
219	-10	-8
220	-9	-8
221	-8	-8
222	-7	-8
223	-6	-8
224	-5	-8
225	-4	-8
226	-3	-8
227	-2	-8
228	-1	-8
229	0	-8
230	1	-8
231	2	-8
232	3	-8
233	4	-8
234	5	-8
235	6	-8
236	7	-8
237	8	-8
238	9	-8
239	10	-8
240	11	-8
241	12	-8
242	13	-8
243	14	-8
244	15	-8
245	16	-8
246	-16	-7
247	-15	-7
248	-14	-7
249	-13	-7
250	-12	-7
251	-11	-7
252	-10	-7
253	-9	-7
254	-8	-7
255	-7	-7
256	-6	-7
257	-5	-7
258	-4	-7
259	-3	-7
260	-2	-7
261	-1	-7
262	0	-7
263	1	-7
264	2	-7
265	3	-7
266	4	-7
267	5	-7
268	6	-7
269	7	-7
270	8	-7
271	9	-7
272	10	-7
273	11	-7
274	12	-7
275	13	-7
276	14	-7
277	15	-7
278	16	-7
279	-16	-6
280	-15	-6
281	-14	-6
282	-13	-6
283	-12	-6
284	-11	-6
285	-10	-6
286	-9	-6
287	-8	-6
288	-7	-6
289	-6	-6
290	-5	-6
291	-4	-6
292	-3	-6
293	-2	-6
294	-1	-6
295	0	-6
296	1	-6
297	2	-6
298	3	-6
299	4	-6
300	5	-6
301	6	-6
302	7	-6
303	8	-6
304	9	-6
305	10	-6
306	11	-6
307	12	-6
308	13	-6
309	14	-6
310	15	-6
311	16	-6
312	-17	-5
313	-16	-5
314	-15	-5
315	-14	-5
316	-13	-5
317	-12	-5
318	-11	-5
319	-10	-5
320	-9	-5
321	-8	-5
322	-7	-5
323	-6	-5
324	-5	-5
325	-4	-5
326	-3	-5
327	-2	-5
328	-1	-5
329	0	-5
330	1	-5
331	2	-5
332	3	-5
333	4	-5
334	5	-5
335	6	-5
336	7	-5
337	8	-5
338	9	-5
339	10	-5
340	11	-5
341	12	-5
342	13	-5
343	14	-5
344	15	-5
345	16	-5
346	17	-5
347	-17	-4
348	-16	-4
349	-15	-4
350	-14	-4
351	-13	-4
352	-12	-4
353	-11	-4
354	-10	-4
355	-9	-4
356	-8	-4
357	-7	-4
358	-6	-4
359	-5	-4
360	-4	-4
361	-3	-4
362	-2	-4
363	-1	-4
364	0	-4
365	1	-4
366	2	-4
367	3	-4
368	4	-4
369	5	-4
370	6	-4
371	7	-4
372	8	-4
373	9	-4
374	10	-4
375	11	-4
376	12	-4
377	13	-4
378	14	-4
379	15	-4
380	16	-4
381	17	-4
382	-17	-3
383	-16	-3
384	-15	-3
385	-14	-3
386	-13	-3
387	-12	-3
388	-11	-3
389	-10	-3
390	-9	-3
391	-8	-3
392	-7	-3
393	-6	-3
394	-5	-3
395	-4	-3
396	-3	-3
397	-2	-3
398	-1	-3
399	0	-3
400	1	-3
401	2	-3
402	3	-3
403	4	-3
404	5	-3
405	6	-3
406	7	-3
407	8	-3
408	9	-3
409	10	-3
410	11	-3
411	12	-3
412	13	-3
413	14	-3
414	15	-3
415	16	-3
416	17	-3
417	-17	-2
418	-16	-2
419	-15	-2
420	-14	-2
421	-13	-2
422	-12	-2
423	-11	-2
424	-10	-2
425	-9	-2
426	-8	-2
427	-7	-2
428	-6	-2
429	-5	-2
430	-4	-2
431	-3	-2
432	-2	-2
433	-1	-2
434	0	-2
435	1	-2
436	2	-2
437	3	-2
438	4	-2
439	5	-2
440	6	-2
441	7	-2
442	8	-2
443	9	-2
444	10	-2
445	11	-2
446	12	-2
447	13	-2
448	14	-2
449	15	-2
450	16	-2
451	17	-2
452	-17	-1
453	-16	-1
454	-15	-1
455	-14	-1
456	-13	-1
457	-12	-1
458	-11	-1
459	-10	-1
460	-9	-1
461	-8	-1
462	-7	-1
463	-6	-1
464	-5	-1
465	-4	-1
466	-3	-1
467	-2	-1
468	-1	-1
469	0	-1
470	1	-1
471	2	-1
472	3	-1
473	4	-1
474	5	-1
475	6	-1
476	7	-1
477	8	-1
478	9	-1
479	10	-1
480	11	-1
481	12	-1
482	13	-1
483	14	-1
484	15	-1
485	16	-1
486	17	-1
487	-18	0
488	-17	0
489	-16	0
490	-15	0
491	-14	0
492	-13	0
493	-12	0
494	-11	0
495	-10	0
496	-9	0
497	-8	0
498	-7	0
499	-6	0
500	-5	0
501	-4	0
502	-3	0
503	-2	0
504	-1	0
505	0	0
506	1	0
507	2	0
508	3	0
509	4	0
510	5	0
511	6	0
512	7	0
513	8	0
514	9	0
515	10	0
516	11	0
517	12	0
518	13	0
519	14	0
520	15	0
521	16	0
522	17	0
523	18	0
524	-17	1
525	-16	1
526	-15	1
527	-14	1
528	-13	1
529	-12	1
530	-11	1
531	-10	1
532	-9	1
533	-8	1
534	-7	1
535	-6	1
536	-5	1
537	-4	1
538	-3	1
539	-2	1
540	-1	1
541	0	1
542	1	1
543	2	1
544	3	1
545	4	1
546	5	1
547	6	1
548	7	1
549	8	1
550	9	1
551	10	1
552	11	1
553	12	1
554	13	1
555	14	1
556	15	1
557	16	1
558	17	1
559	-17	2
560	-16	2
561	-15	2
562	-14	2
563	-13	2
564	-12	2
565	-11	2
566	-10	2
567	-9	2
568	-8	2
569	-7	2
570	-6	2
571	-5	2
572	-4	2
573	-3	2
574	-2	2
575	-1	2
576	0	2
577	1	2
578	2	2
579	3	2
580	4	2
581	5	2
582	6	2
583	7	2
584	8	2
585	9	2
586	10	2
587	11	2
588	12	2
589	13	2
590	14	2
591	15	2
592	16	2
593	17	2
594	-17	3
595	-16	3
596	-15	3
597	-14	3
598	-13	3
599	-12	3
600	-11	3
601	-10	3
602	-9	3
603	-8	3
604	-7	3
605	-6	3
606	-5	3
607	-4	3
608	-3	3
609	-2	3
610	-1	3
611	0	3
612	1	3
613	2	3
614	3	3
615	4	3
616	5	3
617	6	3
618	7	3
619	8	3
620	9	3
621	10	3
622	11	3
623	12	3
624	13	3
625	14	3
626	15	3
627	16	3
628	17	3
629	-17	4
630	-16	4
631	-15	4
632	-14	4
633	-13	4
634	-12	4
635	-11	4
636	-10	4
637	-9	4
638	-8	4
639	-7	4
640	-6	4
641	-5	4
642	-4	4
643	-3	4
644	-2	4
645	-1	4
646	0	4
647	1	4
648	2	4
649	3	4
650	4	4
651	5	4
652	6	4
653	7	4
654	8	4
655	9	4
656	10	4
657	11	4
658	12	4
659	13	4
660	14	4
661	15	4
662	16	4
663	17	4
664	-17	5
665	-16	5
666	-15	5
667	-14	5
668	-13	5
669	-12	5
670	-11	5
671	-10	5
672	-9	5
673	-8	5
674	-7	5
675	-6	5
676	-5	5
677	-4	5
678	-3	5
679	-2	5
680	-1	5
681	0	5
682	1	5
683	2	5
684	3	5
685	4	5
686	5	5
687	6	5
688	7	5
689	8	5
690	9	5
691	10	5
692	11	5
693	12	5
694	13	5
695	14	5
696	15	5
697	16	5
698	17	5
699	-16	6
700	-15	6
701	-14	6
702	-13	6
703	-12	6
704	-11	6
705	-10	6
706	-9	6
707	-8	6
708	-7	6
709	-6	6
710	-5	6
711	-4	6
712	-3	6
713	-2	6
714	-1	6
715	0	6
716	1	6
717	2	6
718	3	6
719	4	6
720	5	6
721	6	6
722	7	6
723	8	6
724	9	6
725	10	6
726	11	6
727	12	6
728	13	6
729	14	6
730	15	6
731	16	6
732	-16	7
733	-15	7
734	-14	7
735	-13	7
736	-12	7
737	-11	7
738	-10	7
739	-9	7
740	-8	7
741	-7	7
742	-6	7
743	-5	7
744	-4	7
745	-3	7
746	-2	7
747	-1	7
748	0	7
749	1	7
750	2	7
751	3	7
752	4	7
753	5	7
754	6	7
755	7	7
756	8	7
757	9	7
758	10	7
759	11	7
760	12	7
761	13	7
762	14	7
763	15	7
764	16	7
765	-16	8
766	-15	8
767	-14	8
768	-13	8
769	-12	8
770	-11	8
771	-10	8
772	-9	8
773	-8	8
774	-7	8
775	-6	8
776	-5	8
777	-4	8
778	-3	8
779	-2	8
780	-1	8
781	0	8
782	1	8
783	2	8
784	3	8
785	4	8
786	5	8
787	6	8
788	7	8
789	8	8
790	9	8
791	10	8
792	11	8
793	12	8
794	13	8
795	14	8
796	15	8
797	16	8
798	-15	9
799	-14	9
800	-13	9
801	-12	9
802	-11	9
803	-10	9
804	-9	9
805	-8	9
806	-7	9
807	-6	9
808	-5	9
809	-4	9
810	-3	9
811	-2	9
812	-1	9
813	0	9
814	1	9
815	2	9
816	3	9
817	4	9
818	5	9
819	6	9
820	7	9
821	8	9
822	9	9
823	10	9
824	11	9
825	12	9
826	13	9
827	14	9
828	15	9
829	-14	10
830	-13	10
831	-12	10
832	-11	10
833	-10	10
834	-9	10
835	-8	10
836	-7	10
837	-6	10
838	-5	10
839	-4	10
840	-3	10
841	-2	10
842	-1	10
843	0	10
844	1	10
845	2	10
846	3	10
847	4	10
848	5	10
849	6	10
850	7	10
851	8	10
852	9	10
853	10	10
854	11	10
855	12	10
856	13	10
857	14	10
858	-14	11
859	-13	11
860	-12	11
861	-11	11
862	-10	11
863	-9	11
864	-8	11
865	-7	11
866	-6	11
867	-5	11
868	-4	11
869	-3	11
870	-2	11
871	-1	11
872	0	11
873	1	11
874	2	11
875	3	11
876	4	11
877	5	11
878	6	11
879	7	11
880	8	11
881	9	11
882	10	11
883	11	11
884	12	11
885	13	11
886	14	11
887	-13	12
888	-12	12
889	-11	12
890	-10	12
891	-9	12
892	-8	12
893	-7	12
894	-6	12
895	-5	12
896	-4	12
897	-3	12
898	-2	12
899	-1	12
900	0	12
901	1	12
902	2	12
903	3	12
904	4	12
905	5	12
906	6	12
907	7	12
908	8	12
909	9	12
910	10	12
911	11	12
912	12	12
913	13	12
914	-12	13
915	-11	13
916	-10	13
917	-9	13
918	-8	13
919	-7	13
920	-6	13
921	-5	13
922	-4	13
923	-3	13
924	-2	13
925	-1	13
926	0	13
927	1	13
928	2	13
929	3	13
930	4	13
931	5	13
932	6	13
933	7	13
934	8	13
935	9	13
936	10	13
937	11	13
938	12	13
939	-11	14
940	-10	14
941	-9	14
942	-8	14
943	-7	14
944	-6	14
945	-5	14
946	-4	14
947	-3	14
948	-2	14
949	-1	14
950	0	14
951	1	14
952	2	14
953	3	14
954	4	14
955	5	14
956	6	14
957	7	14
958	8	14
959	9	14
960	10	14
961	11	14
962	-9	15
963	-8	15
964	-7	15
965	-6	15
966	-5	15
967	-4	15
968	-3	15
969	-2	15
970	-1	15
971	0	15
972	1	15
973	2	15
974	3	15
975	4	15
976	5	15
977	6	15
978	7	15
979	8	15
980	9	15
981	-8	16
982	-7	16
983	-6	16
984	-5	16
985	-4	16
986	-3	16
987	-2	16
988	-1	16
989	0	16
990	1	16
991	2	16
992	3	16
993	4	16
994	5	16
995	6	16
996	7	16
997	8	16
998	-5	17
999	-4	17
1000	-3	17
1001	-2	17
1002	-1	17
1003	0	17
1004	1	17
1005	2	17
1006	3	17
1007	4	17
1008	5	17
1009	0	18
