idx	U_label	U	beta	T	L6_Ntot_target	L6_target_density	L8_reference_Ntot	L8_reference_density	mu_L8_reference	source_manifests	source_out_parents	reference_status
63	Um3	-3.0	2.9	0.344827586207	26	0.722222222222	46	0.718750000000	-0.459003161469	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Um3_Um5_beta_le10_foundmu_20260713/ccsd/Um3/Ntot046_n0.718750_beta2p9	final_production
64	Um3	-3.0	3.3	0.303030303030	26	0.722222222222	46	0.718750000000	-0.442970268190	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Um3_Um5_beta_le10_foundmu_20260713/ccsd/Um3/Ntot046_n0.718750_beta3p3	final_production
65	Um3	-3.0	4.0	0.250000000000	26	0.722222222222	46	0.718750000000	-0.419326120219	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Um3_Um5_beta_le10_foundmu_20260713/ccsd/Um3/Ntot046_n0.718750_beta4p0	final_production
66	Um3	-3.0	5.0	0.200000000000	26	0.722222222222	46	0.718750000000	-0.391659186210	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Um3_Um5_beta_le10_foundmu_20260713/ccsd/Um3/Ntot046_n0.718750_beta5p0	final_production
67	Um3	-3.0	6.7	0.149253731343	26	0.722222222222	46	0.718750000000	-0.358854688951	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Um3_Um5_beta_le10_foundmu_20260713/cnms/Um3/Ntot046_n0.718750_beta6p7	final_production
68	Um3	-3.0	10.0	0.100000000000	26	0.722222222222	46	0.718750000000	-0.339220117358	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Um3_Um5_beta_le10_foundmu_20260713/cnms/Um3/Ntot046_n0.718750_beta10p0	final_production
69	Um3	-3.0	20.0	0.050000000000	26	0.722222222222	46	0.718750000000	-0.339286176705	scripts_interacting_qmc_ed_gce_beta20_L8_Um3N32_Um3Um5N46_20260714_manifests_gce_prod_L8_beta20_N46_validated_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_beta20_Um3N46_Um5N46_20260714/ccsd/Um3/Ntot046_n0.718750_b20p0_T0p050000_mum0p339286	final_production
70	Um3	-3.0	2.0	0.500000000000	32	0.888888888889	56	0.875000000000	-0.217854526212	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um3_three_density_beta20_20260712_manifests_gce_prod_L8_Um3_three_density_found29_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Um3_three_density_beta20_20260712/ccsd/Ntot056_n0.875000_b2p0_T0p500000_mum0p217855	final_production
71	Um3	-3.0	2.2	0.454545454545	32	0.888888888889	56	0.875000000000	-0.209627581969	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um3_three_density_beta20_20260712_manifests_gce_prod_L8_Um3_three_density_found29_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Um3_three_density_beta20_20260712/ccsd/Ntot056_n0.875000_b2p2_T0p454545_mum0p209628	final_production
72	Um3	-3.0	2.5	0.400000000000	32	0.888888888889	56	0.875000000000	-0.198392141291	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um3_three_density_beta20_20260712_manifests_gce_prod_L8_Um3_three_density_found29_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Um3_three_density_beta20_20260712/ccsd/Ntot056_n0.875000_b2p5_T0p400000_mum0p198392	final_production
73	Um3	-3.0	2.9	0.344827586207	32	0.888888888889	56	0.875000000000	-0.185483606708	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um3_three_density_beta20_20260712_manifests_gce_prod_L8_Um3_three_density_found29_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Um3_three_density_beta20_20260712/ccsd/Ntot056_n0.875000_b2p9_T0p344828_mum0p185484	final_production
74	Um3	-3.0	3.3	0.303030303030	32	0.888888888889	56	0.875000000000	-0.173687149680	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um3_three_density_beta20_20260712_manifests_gce_prod_L8_Um3_three_density_found29_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Um3_three_density_beta20_20260712/ccsd/Ntot056_n0.875000_b3p3_T0p303030_mum0p173687	final_production
75	Um3	-3.0	4.0	0.250000000000	32	0.888888888889	56	0.875000000000	-0.155820011399	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um3_three_density_beta20_20260712_manifests_gce_prod_L8_Um3_three_density_found29_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Um3_three_density_beta20_20260712/ccsd/Ntot056_n0.875000_b4p0_T0p250000_mum0p155820	final_production
76	Um3	-3.0	5.0	0.200000000000	32	0.888888888889	56	0.875000000000	-0.137403546708	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um3_three_density_beta20_20260712_manifests_gce_prod_L8_Um3_three_density_found29_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Um3_three_density_beta20_20260712/ccsd/Ntot056_n0.875000_b5p0_T0p200000_mum0p137404	final_production
77	Um3	-3.0	6.7	0.149253731343	32	0.888888888889	56	0.875000000000	-0.121316818419	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um3_three_density_beta20_20260712_manifests_gce_prod_L8_Um3_three_density_found29_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Um3_three_density_beta20_20260712/cnms/Ntot056_n0.875000_b6p7_T0p149254_mum0p121317	final_production
78	Um3	-3.0	10.0	0.100000000000	32	0.888888888889	56	0.875000000000	-0.115459339224	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um3_three_density_beta20_20260712_manifests_gce_prod_L8_Um3_three_density_found29_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Um3_three_density_beta20_20260712/cnms/Ntot056_n0.875000_b10p0_T0p100000_mum0p115459	final_production
79	Um3	-3.0	20.0	0.050000000000	32	0.888888888889	56	0.875000000000	-0.111865592500	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um3_three_density_beta20_20260712_manifests_gce_prod_L8_Um3_three_density_found29_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Um3_three_density_beta20_20260712/cnms/Ntot056_n0.875000_b20p0_T0p050000_mum0p111866	final_production
80	U0	0.0	2.0	0.500000000000	12	0.333333333333	22	0.343750000000	-2.212887531699	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
81	U0	0.0	2.2	0.454545454545	12	0.333333333333	22	0.343750000000	-2.189268153474	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
82	U0	0.0	2.5	0.400000000000	12	0.333333333333	22	0.343750000000	-2.162038012089	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
83	U0	0.0	2.9	0.344827586207	12	0.333333333333	22	0.343750000000	-2.134431447503	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
84	U0	0.0	3.3	0.303030303030	12	0.333333333333	22	0.343750000000	-2.112284273185	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
85	U0	0.0	4.0	0.250000000000	12	0.333333333333	22	0.343750000000	-2.081095374354	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
86	U0	0.0	5.0	0.200000000000	12	0.333333333333	22	0.343750000000	-2.048517389341	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
87	U0	0.0	6.7	0.149253731343	12	0.333333333333	22	0.343750000000	-2.017954286541	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
88	U0	0.0	10.0	0.100000000000	12	0.333333333333	22	0.343750000000	-2.002128432790	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
89	U0	0.0	20.0	0.050000000000	12	0.333333333333	22	0.343750000000	-2.000003252769	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
90	U0	0.0	2.0	0.500000000000	18	0.500000000000	32	0.500000000000	-1.562541921250	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
91	U0	0.0	2.2	0.454545454545	18	0.500000000000	32	0.500000000000	-1.544494733972	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
92	U0	0.0	2.5	0.400000000000	18	0.500000000000	32	0.500000000000	-1.525806409459	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
93	U0	0.0	2.9	0.344827586207	18	0.500000000000	32	0.500000000000	-1.510965280951	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
94	U0	0.0	3.3	0.303030303030	18	0.500000000000	32	0.500000000000	-1.502795335469	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
95	U0	0.0	4.0	0.250000000000	18	0.500000000000	32	0.500000000000	-1.495861915154	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
96	U0	0.0	5.0	0.200000000000	18	0.500000000000	32	0.500000000000	-1.490660925883	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
97	U0	0.0	6.7	0.149253731343	18	0.500000000000	32	0.500000000000	-1.481731899084	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
98	U0	0.0	10.0	0.100000000000	18	0.500000000000	32	0.500000000000	-1.464328547231	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
99	U0	0.0	20.0	0.050000000000	18	0.500000000000	32	0.500000000000	-1.439753396261	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
100	U0	0.0	2.0	0.500000000000	26	0.722222222222	46	0.718750000000	-0.804240576635	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
101	U0	0.0	2.2	0.454545454545	26	0.722222222222	46	0.718750000000	-0.787414911735	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
102	U0	0.0	2.5	0.400000000000	26	0.722222222222	46	0.718750000000	-0.766086243674	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
103	U0	0.0	2.9	0.344827586207	26	0.722222222222	46	0.718750000000	-0.742354753686	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
104	U0	0.0	3.3	0.303030303030	26	0.722222222222	46	0.718750000000	-0.721925218105	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
105	U0	0.0	4.0	0.250000000000	26	0.722222222222	46	0.718750000000	-0.690918825451	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
106	U0	0.0	5.0	0.200000000000	26	0.722222222222	46	0.718750000000	-0.654420033216	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
107	U0	0.0	6.7	0.149253731343	26	0.722222222222	46	0.718750000000	-0.614028367620	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
108	U0	0.0	10.0	0.100000000000	26	0.722222222222	46	0.718750000000	-0.589426957408	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
109	U0	0.0	20.0	0.050000000000	26	0.722222222222	46	0.718750000000	-0.585792126518	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
110	U0	0.0	2.0	0.500000000000	32	0.888888888889	56	0.875000000000	-0.339924372508	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
111	U0	0.0	2.2	0.454545454545	32	0.888888888889	56	0.875000000000	-0.328878984684	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
112	U0	0.0	2.5	0.400000000000	32	0.888888888889	56	0.875000000000	-0.313399167687	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
113	U0	0.0	2.9	0.344827586207	32	0.888888888889	56	0.875000000000	-0.294336284568	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
114	U0	0.0	3.3	0.303030303030	32	0.888888888889	56	0.875000000000	-0.276940306160	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
115	U0	0.0	4.0	0.250000000000	32	0.888888888889	56	0.875000000000	-0.250373640489	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
116	U0	0.0	5.0	0.200000000000	32	0.888888888889	56	0.875000000000	-0.219638768219	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
117	U0	0.0	6.7	0.149253731343	32	0.888888888889	56	0.875000000000	-0.179992324572	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
118	U0	0.0	10.0	0.100000000000	32	0.888888888889	56	0.875000000000	-0.128336998094	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
119	U0	0.0	20.0	0.050000000000	32	0.888888888889	56	0.875000000000	-0.064961798338	exact_U0_L8_PBC_recomputed_20260719		exact_recomputed
120	Up3	3.0	2.0	0.500000000000	12	0.333333333333	22	0.343750000000	-3.346644605949	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot022_n0.343750_b2p0_mum3p346645	final_production
121	Up3	3.0	2.2	0.454545454545	12	0.333333333333	22	0.343750000000	-3.320419018164	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot022_n0.343750_b2p2_mum3p320419	final_production
122	Up3	3.0	2.5	0.400000000000	12	0.333333333333	22	0.343750000000	-3.291316966763	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot022_n0.343750_b2p5_mum3p291317	final_production
123	Up3	3.0	2.9	0.344827586207	12	0.333333333333	22	0.343750000000	-3.262404853663	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot022_n0.343750_b2p9_mum3p262405	final_production
124	Up3	3.0	3.3	0.303030303030	12	0.333333333333	22	0.343750000000	-3.239100333987	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot022_n0.343750_b3p3_mum3p239100	final_production
125	Up3	3.0	4.0	0.250000000000	12	0.333333333333	22	0.343750000000	-3.207438804261	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot022_n0.343750_b4p0_mum3p207439	final_production
126	Up3	3.0	5.0	0.200000000000	12	0.333333333333	22	0.343750000000	-3.174163223267	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot022_n0.343750_b5p0_mum3p174163	final_production
127	Up3	3.0	6.7	0.149253731343	12	0.333333333333	22	0.343750000000	-3.141656062908	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/cnms/Ntot022_n0.343750_b6p7_mum3p141656	final_production
128	Up3	3.0	10.0	0.100000000000	12	0.333333333333	22	0.343750000000	-3.123353500529	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/cnms/Ntot022_n0.343750_b10p0_mum3p123354	final_production
129	Up3	3.0	2.0	0.500000000000	18	0.500000000000	32	0.500000000000	-2.500236792942	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot032_n0.500000_b2p0_mum2p500237	final_production
130	Up3	3.0	2.2	0.454545454545	18	0.500000000000	32	0.500000000000	-2.478389555256	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot032_n0.500000_b2p2_mum2p478390	final_production
131	Up3	3.0	2.5	0.400000000000	18	0.500000000000	32	0.500000000000	-2.455630518403	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot032_n0.500000_b2p5_mum2p455631	final_production
132	Up3	3.0	2.9	0.344827586207	18	0.500000000000	32	0.500000000000	-2.436363859601	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot032_n0.500000_b2p9_mum2p436364	final_production
133	Up3	3.0	3.3	0.303030303030	18	0.500000000000	32	0.500000000000	-2.425042531514	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot032_n0.500000_b3p3_mum2p425043	final_production
134	Up3	3.0	4.0	0.250000000000	18	0.500000000000	32	0.500000000000	-2.414824244888	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot032_n0.500000_b4p0_mum2p414824	final_production
135	Up3	3.0	5.0	0.200000000000	18	0.500000000000	32	0.500000000000	-2.408837494665	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot032_n0.500000_b5p0_mum2p408837	final_production
136	Up3	3.0	6.7	0.149253731343	18	0.500000000000	32	0.500000000000	-2.401792472771	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/cnms/Ntot032_n0.500000_b6p7_mum2p401792	final_production
137	Up3	3.0	10.0	0.100000000000	18	0.500000000000	32	0.500000000000	-2.389284287149	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/cnms/Ntot032_n0.500000_b10p0_mum2p389284	final_production
138	Up3	3.0	2.0	0.500000000000	26	0.722222222222	46	0.718750000000	-1.418569513261	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up3/Ntot046_n0.718750_beta2p0	final_production
139	Up3	3.0	2.2	0.454545454545	26	0.722222222222	46	0.718750000000	-1.401535626813	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up3/Ntot046_n0.718750_beta2p2	final_production
140	Up3	3.0	2.5	0.400000000000	26	0.722222222222	46	0.718750000000	-1.379133382302	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up3/Ntot046_n0.718750_beta2p5	final_production
141	Up3	3.0	2.9	0.344827586207	26	0.722222222222	46	0.718750000000	-1.354730716559	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up3/Ntot046_n0.718750_beta2p9	final_production
142	Up3	3.0	3.3	0.303030303030	26	0.722222222222	46	0.718750000000	-1.333959617025	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up3/Ntot046_n0.718750_beta3p3	final_production
143	Up3	3.0	4.0	0.250000000000	26	0.722222222222	46	0.718750000000	-1.302955357143	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up3/Ntot046_n0.718750_beta4p0	final_production
144	Up3	3.0	5.0	0.200000000000	26	0.722222222222	46	0.718750000000	-1.267744013598	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/ccsd/Up3/Ntot046_n0.718750_beta5p0	final_production
145	Up3	3.0	6.7	0.149253731343	26	0.722222222222	46	0.718750000000	-1.225806691450	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/cnms/Up3/Ntot046_n0.718750_beta6p7	final_production
146	Up3	3.0	10.0	0.100000000000	26	0.722222222222	46	0.718750000000	-1.194914574696	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_N46_Up3_Up5small_spinHS_beta_le10_foundmu_20260713/cnms/Up3/Ntot046_n0.718750_beta10p0	final_production
147	Up3	3.0	2.0	0.500000000000	32	0.888888888889	56	0.875000000000	-0.653907845912	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot056_n0.875000_b2p0_mum0p653908	final_production
148	Up3	3.0	2.2	0.454545454545	32	0.888888888889	56	0.875000000000	-0.647056549572	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot056_n0.875000_b2p2_mum0p647057	final_production
149	Up3	3.0	2.5	0.400000000000	32	0.888888888889	56	0.875000000000	-0.637708744539	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot056_n0.875000_b2p5_mum0p637709	final_production
150	Up3	3.0	2.9	0.344827586207	32	0.888888888889	56	0.875000000000	-0.626480560627	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot056_n0.875000_b2p9_mum0p626481	final_production
151	Up3	3.0	3.3	0.303030303030	32	0.888888888889	56	0.875000000000	-0.615946429222	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot056_n0.875000_b3p3_mum0p615946	final_production
152	Up3	3.0	4.0	0.250000000000	32	0.888888888889	56	0.875000000000	-0.599553800400	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot056_n0.875000_b4p0_mum0p599554	final_production
153	Up3	3.0	5.0	0.200000000000	32	0.888888888889	56	0.875000000000	-0.580797041999	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	/home/9pm/nUHubbard/runs/dqmc_gce_eqtime_L8_Up3_spinHS_20260713/ccsd/Ntot056_n0.875000_b5p0_mum0p580797	final_production
