site_index	x	y
756	9	3
757	10	3
758	11	3
759	12	3
760	13	3
761	14	3
762	15	3
763	16	3
764	17	3
765	18	3
766	19	3
767	-19	4
768	-18	4
769	-17	4
770	-16	4
771	-15	4
772	-14	4
773	-13	4
774	-12	4
775	-11	4
776	-10	4
777	-9	4
778	-8	4
779	-7	4
780	-6	4
781	-5	4
782	-4	4
783	-3	4
784	-2	4
785	-1	4
786	0	4
787	1	4
788	2	4
789	3	4
790	4	4
791	5	4
792	6	4
793	7	4
794	8	4
795	9	4
796	10	4
797	11	4
798	12	4
799	13	4
800	14	4
801	15	4
802	16	4
803	17	4
804	18	4
805	19	4
806	-19	5
807	-18	5
808	-17	5
809	-16	5
810	-15	5
811	-14	5
812	-13	5
813	-12	5
814	-11	5
815	-10	5
816	-9	5
817	-8	5
818	-7	5
819	-6	5
820	-5	5
821	-4	5
822	-3	5
823	-2	5
824	-1	5
825	0	5
826	1	5
827	2	5
828	3	5
829	4	5
830	5	5
831	6	5
832	7	5
833	8	5
834	9	5
835	10	5
836	11	5
837	12	5
838	13	5
839	14	5
840	15	5
841	16	5
842	17	5
843	18	5
844	19	5
845	-19	6
846	-18	6
847	-17	6
848	-16	6
849	-15	6
850	-14	6
851	-13	6
852	-12	6
853	-11	6
854	-10	6
855	-9	6
856	-8	6
857	-7	6
858	-6	6
859	-5	6
860	-4	6
861	-3	6
862	-2	6
863	-1	6
864	0	6
865	1	6
866	2	6
867	3	6
868	4	6
869	5	6
870	6	6
871	7	6
872	8	6
873	9	6
874	10	6
875	11	6
876	12	6
877	13	6
878	14	6
879	15	6
880	16	6
881	17	6
882	18	6
883	19	6
884	-18	7
885	-17	7
886	-16	7
887	-15	7
888	-14	7
889	-13	7
890	-12	7
891	-11	7
892	-10	7
893	-9	7
894	-8	7
895	-7	7
896	-6	7
897	-5	7
898	-4	7
899	-3	7
900	-2	7
901	-1	7
902	0	7
903	1	7
904	2	7
905	3	7
906	4	7
907	5	7
908	6	7
909	7	7
910	8	7
911	9	7
912	10	7
913	11	7
914	12	7
915	13	7
916	14	7
917	15	7
918	16	7
919	17	7
920	18	7
921	-18	8
922	-17	8
923	-16	8
924	-15	8
925	-14	8
926	-13	8
927	-12	8
928	-11	8
929	-10	8
930	-9	8
931	-8	8
932	-7	8
933	-6	8
934	-5	8
935	-4	8
936	-3	8
937	-2	8
938	-1	8
939	0	8
940	1	8
941	2	8
942	3	8
943	4	8
944	5	8
945	6	8
946	7	8
947	8	8
948	9	8
949	10	8
950	11	8
951	12	8
952	13	8
953	14	8
954	15	8
955	16	8
956	17	8
957	18	8
958	-17	9
959	-16	9
960	-15	9
961	-14	9
962	-13	9
963	-12	9
964	-11	9
965	-10	9
966	-9	9
967	-8	9
968	-7	9
969	-6	9
970	-5	9
971	-4	9
972	-3	9
973	-2	9
974	-1	9
975	0	9
976	1	9
977	2	9
978	3	9
979	4	9
980	5	9
981	6	9
982	7	9
983	8	9
984	9	9
985	10	9
986	11	9
987	12	9
988	13	9
989	14	9
990	15	9
991	16	9
992	17	9
993	-17	10
994	-16	10
995	-15	10
996	-14	10
997	-13	10
998	-12	10
999	-11	10
1000	-10	10
1001	-9	10
1002	-8	10
1003	-7	10
1004	-6	10
1005	-5	10
1006	-4	10
1007	-3	10
1008	-2	10
1009	-1	10
1010	0	10
1011	1	10
1012	2	10
1013	3	10
1014	4	10
1015	5	10
1016	6	10
1017	7	10
1018	8	10
1019	9	10
1020	10	10
1021	11	10
1022	12	10
1023	13	10
1024	14	10
1025	15	10
1026	16	10
1027	17	10
1028	-16	11
1029	-15	11
1030	-14	11
1031	-13	11
1032	-12	11
1033	-11	11
1034	-10	11
1035	-9	11
1036	-8	11
1037	-7	11
1038	-6	11
1039	-5	11
1040	-4	11
1041	-3	11
1042	-2	11
1043	-1	11
1044	0	11
1045	1	11
1046	2	11
1047	3	11
1048	4	11
1049	5	11
1050	6	11
1051	7	11
1052	8	11
1053	9	11
1054	10	11
1055	11	11
1056	12	11
1057	13	11
1058	14	11
1059	15	11
1060	16	11
1061	-16	12
1062	-15	12
1063	-14	12
1064	-13	12
1065	-12	12
1066	-11	12
1067	-10	12
1068	-9	12
1069	-8	12
1070	-7	12
1071	-6	12
1072	-5	12
1073	-4	12
1074	-3	12
1075	-2	12
1076	-1	12
1077	0	12
1078	1	12
1079	2	12
1080	3	12
1081	4	12
1082	5	12
1083	6	12
1084	7	12
1085	8	12
1086	9	12
1087	10	12
1088	11	12
1089	12	12
1090	13	12
1091	14	12
1092	15	12
1093	16	12
1094	-15	13
1095	-14	13
1096	-13	13
1097	-12	13
1098	-11	13
1099	-10	13
1100	-9	13
1101	-8	13
1102	-7	13
1103	-6	13
1104	-5	13
1105	-4	13
1106	-3	13
1107	-2	13
1108	-1	13
1109	0	13
1110	1	13
1111	2	13
1112	3	13
1113	4	13
1114	5	13
1115	6	13
1116	7	13
1117	8	13
1118	9	13
1119	10	13
1120	11	13
1121	12	13
1122	13	13
1123	14	13
1124	15	13
1125	-14	14
1126	-13	14
1127	-12	14
1128	-11	14
1129	-10	14
1130	-9	14
1131	-8	14
1132	-7	14
1133	-6	14
1134	-5	14
1135	-4	14
1136	-3	14
1137	-2	14
1138	-1	14
1139	0	14
1140	1	14
1141	2	14
1142	3	14
1143	4	14
1144	5	14
1145	6	14
1146	7	14
1147	8	14
1148	9	14
1149	10	14
1150	11	14
1151	12	14
1152	13	14
1153	14	14
1154	-13	15
1155	-12	15
1156	-11	15
1157	-10	15
1158	-9	15
1159	-8	15
1160	-7	15
1161	-6	15
1162	-5	15
1163	-4	15
1164	-3	15
1165	-2	15
1166	-1	15
1167	0	15
1168	1	15
1169	2	15
1170	3	15
1171	4	15
1172	5	15
1173	6	15
1174	7	15
1175	8	15
1176	9	15
1177	10	15
1178	11	15
1179	12	15
1180	13	15
1181	-12	16
1182	-11	16
1183	-10	16
1184	-9	16
1185	-8	16
1186	-7	16
1187	-6	16
1188	-5	16
1189	-4	16
1190	-3	16
1191	-2	16
1192	-1	16
1193	0	16
1194	1	16
1195	2	16
1196	3	16
1197	4	16
1198	5	16
1199	6	16
1200	7	16
1201	8	16
1202	9	16
1203	10	16
1204	11	16
1205	12	16
1206	-10	17
1207	-9	17
1208	-8	17
1209	-7	17
1210	-6	17
1211	-5	17
1212	-4	17
1213	-3	17
1214	-2	17
1215	-1	17
1216	0	17
1217	1	17
1218	2	17
1219	3	17
1220	4	17
1221	5	17
1222	6	17
1223	7	17
1224	8	17
1225	9	17
1226	10	17
1227	-8	18
1228	-7	18
1229	-6	18
1230	-5	18
1231	-4	18
1232	-3	18
1233	-2	18
1234	-1	18
1235	0	18
1236	1	18
1237	2	18
1238	3	18
1239	4	18
1240	5	18
1241	6	18
1242	7	18
1243	8	18
1244	-6	19
1245	-5	19
1246	-4	19
1247	-3	19
1248	-2	19
1249	-1	19
1250	0	19
1251	1	19
1252	2	19
1253	3	19
1254	4	19
1255	5	19
1256	6	19
1257	0	20
